YEAR,MONTH,DAY,TMAX (°C),TMIN (°C),PRCP (mm)
1950,1,1,3.007,-5.318,11.693
1950,1,2,-0.141,-5.191,8.642
1950,1,3,3.55,-5.208,0.0
1950,1,4,6.928,-6.478,0.0
1950,1,5,5.149,-4.869,0.0
1950,1,6,2.162,-7.141,0.0
1950,1,7,2.021,-7.033,0.0
1950,1,8,10.457,-5.524,0.0
1950,1,9,10.517,-5.219,0.0
1950,1,10,13.855,-1.034,0.0
1950,1,11,9.083,-5.569,0.0
1950,1,12,7.696,-6.217,0.0
1950,1,13,5.267,-9.807,0.0
1950,1,14,1.947,-11.235,0.0
1950,1,15,1.434,-6.296,0.0
1950,1,16,-2.663,-14.603,0.0
1950,1,17,6.193,-6.254,0.0
1950,1,18,18.646,1.419,0.0
1950,1,19,16.148,5.915,0.531
1950,1,20,13.366,-2.119,0.0
1950,1,21,6.82,-4.267,0.477
1950,1,22,1.139,-5.05,0.0
1950,1,23,11.171,-6.976,0.0
1950,1,24,12.979,-1.62,0.0
1950,1,25,6.523,-5.338,1.84
1950,1,26,7.488,-7.283,0.07
1950,1,27,14.327,-8.403,0.0
1950,1,28,17.586,0.197,0.0
1950,1,29,13.922,-3.099,0.0
1950,1,30,13.192,1.207,0.0
1950,1,31,17.221,-0.658,0.0
1950,2,1,15.128,-4.014,0.0
1950,2,2,-5.35,-10.711,0.0
1950,2,3,-6.018,-10.105,1.496
1950,2,4,2.091,-10.756,0.0
1950,2,5,5.693,-6.623,0.0
1950,2,6,11.053,-5.679,0.0
1950,2,7,11.54,5.234,0.106
1950,2,8,3.836,-3.103,0.082
1950,2,9,2.587,-5.567,0.0
1950,2,10,4.067,-6.794,0.0
1950,2,11,6.272,-6.278,0.0
1950,2,12,17.617,-3.948,0.0
1950,2,13,19.65,4.684,0.0
1950,2,14,18.941,2.863,0.0
1950,2,15,15.531,7.325,4.785
1950,2,16,8.646,3.627,5.771
1950,2,17,5.838,-3.014,1.299
1950,2,18,10.737,-5.034,0.0
1950,2,19,15.035,-3.489,0.0
1950,2,20,14.504,-0.117,0.0
1950,2,21,8.28,-0.179,0.464
1950,2,22,9.75,-4.509,0.011
1950,2,23,8.7,-6.261,0.0
1950,2,24,7.694,-4.995,0.0
1950,2,25,3.458,-8.414,6.56
1950,2,26,-5.568,-10.068,7.401
1950,2,27,2.314,-11.775,0.0
1950,2,28,6.824,-6.813,0.0
1950,3,1,19.887,-3.384,0.0
1950,3,2,10.123,4.022,0.0
1950,3,3,5.714,-6.816,0.0
1950,3,4,19.435,-5.834,0.0
1950,3,5,20.934,9.461,0.0
1950,3,6,17.505,-2.256,0.139
1950,3,7,8.015,-3.086,0.0
1950,3,8,17.548,-3.492,0.0
1950,3,9,20.833,2.525,0.0
1950,3,10,23.831,6.744,0.0
1950,3,11,22.874,10.23,0.0
1950,3,12,25.371,6.98,0.0
1950,3,13,22.406,9.915,0.027
1950,3,14,18.178,7.272,2.843
1950,3,15,16.55,6.046,6.939
1950,3,16,25.384,17.47,5.16
1950,3,17,20.638,5.48,0.404
1950,3,18,9.152,-2.661,0.175
1950,3,19,8.555,-1.233,0.0
1950,3,20,18.425,0.934,0.164
1950,3,21,27.283,9.296,0.0
1950,3,22,23.362,-2.033,0.0
1950,3,23,6.531,-5.675,0.0
1950,3,24,5.834,-7.706,0.0
1950,3,25,11.422,0.31,0.0
1950,3,26,15.556,4.88,0.0
1950,3,27,22.973,6.718,0.0
1950,3,28,25.928,15.102,0.544
1950,3,29,22.115,16.364,1.305
1950,3,30,24.098,12.368,0.91
1950,3,31,22.833,15.259,0.105
1950,4,1,21.65,14.62,8.486
1950,4,2,24.079,11.368,0.0
1950,4,3,25.297,7.94,0.0
1950,4,4,20.685,11.654,2.253
1950,4,5,20.99,12.274,5.2
1950,4,6,26.672,8.431,0.07
1950,4,7,25.432,13.111,1.129
1950,4,8,23.669,14.689,9.072
1950,4,9,25.928,17.194,1.559
1950,4,10,26.937,16.199,0.0
1950,4,11,22.657,9.878,0.0
1950,4,12,21.5,8.273,0.0
1950,4,13,20.819,8.091,5.048
1950,4,14,12.848,5.409,8.383
1950,4,15,13.727,3.604,0.0
1950,4,16,22.549,0.654,0.0
1950,4,17,26.19,7.587,0.0
1950,4,18,28.16,10.142,0.0
1950,4,19,25.679,12.296,0.0
1950,4,20,21.414,9.489,17.754
1950,4,21,20.189,11.317,5.659
1950,4,22,26.556,12.809,0.601
1950,4,23,28.167,13.668,21.168
1950,4,24,25.585,6.854,0.0
1950,4,25,27.244,17.836,0.078
1950,4,26,23.305,13.909,5.258
1950,4,27,20.315,11.183,8.165
1950,4,28,27.743,16.186,3.105
1950,4,29,27.19,12.289,0.0
1950,4,30,24.094,6.948,0.0
1950,5,1,19.373,4.583,0.0
1950,5,2,28.773,11.968,0.0
1950,5,3,28.931,11.752,0.0
1950,5,4,30.482,13.135,0.061
1950,5,5,27.358,13.34,0.0
1950,5,6,26.583,16.148,10.551
1950,5,7,23.496,15.482,16.572
1950,5,8,27.431,16.026,3.881
1950,5,9,33.407,16.728,4.343
1950,5,10,30.3,18.706,0.0
1950,5,11,27.722,18.584,4.578
1950,5,12,24.356,16.174,19.157
1950,5,13,25.297,15.066,13.31
1950,5,14,27.87,13.446,0.0
1950,5,15,30.922,16.959,0.0
1950,5,16,32.772,19.358,0.0
1950,5,17,31.818,17.68,0.0
1950,5,18,32.536,18.344,0.0
1950,5,19,32.359,17.498,0.0
1950,5,20,31.206,16.934,0.0
1950,5,21,31.231,16.452,0.0
1950,5,22,32.625,18.089,0.0
1950,5,23,30.295,17.564,15.949
1950,5,24,15.279,10.952,45.35
1950,5,25,23.599,10.971,1.471
1950,5,26,27.188,11.645,0.0
1950,5,27,27.124,11.77,0.0
1950,5,28,26.282,13.539,0.298
1950,5,29,29.253,12.41,0.0
1950,5,30,27.13,16.733,0.0
1950,5,31,25.504,14.608,33.419
1950,6,1,27.625,10.632,0.013
1950,6,2,28.762,16.471,6.607
1950,6,3,25.744,11.471,0.0
1950,6,4,30.093,16.998,0.0
1950,6,5,33.631,17.948,0.0
1950,6,6,31.268,19.519,0.0
1950,6,7,26.674,13.764,2.247
1950,6,8,28.47,15.585,8.934
1950,6,9,30.841,17.975,1.307
1950,6,10,32.641,20.263,2.673
1950,6,11,31.959,20.132,0.223
1950,6,12,30.427,20.472,2.563
1950,6,13,28.591,18.191,0.0
1950,6,14,30.232,19.65,0.0
1950,6,15,32.155,19.433,0.784
1950,6,16,32.155,20.099,0.8
